Date,Actual_Price,Predicted_Price,Abs_Error,Pct_Error,Directional_Error,Is_Outlier,Outlier_Type
2015-12-04,363.62,403.31287,39.692866210937495,10.916029429332132,-39.692866210937495,False,Normal
2015-12-05,388.0,403.16418,15.1641845703125,3.908294992348582,-15.1641845703125,False,Normal
2015-12-06,388.24,409.016,20.77599121093749,5.351326810977099,-20.77599121093749,False,Normal
2015-12-07,395.57,414.39224,18.822242431640632,4.758258318790766,-18.822242431640632,False,Normal
2015-12-08,417.89000000000004,420.75232,2.862319335937457,0.6849456402252881,-2.862319335937457,False,Normal
2015-12-09,416.98,431.92496,14.944957275390607,3.5840945070244628,-14.944957275390607,False,Normal
2015-12-10,415.57,441.23386,25.663856201171882,6.175579613824839,-25.663856201171882,False,Normal
2015-12-11,453.04,448.02216,5.0178442382812705,1.1075940840281806,5.0178442382812705,True,Positive Spike
2015-12-12,436.19,462.89587,26.705874023437502,6.122532388050506,-26.705874023437502,False,Normal
2015-12-13,433.07,470.83276,37.76276367187501,8.71978286925324,-37.76276367187501,False,Normal
2015-12-14,443.36,475.2002,31.840195312499986,7.181566968716164,-31.840195312499986,False,Normal
2015-12-15,464.53,480.06625,15.536253662109402,3.344510292577316,-15.536253662109402,False,Normal
2015-12-16,455.87,488.92496,33.05495727539062,7.250961299359602,-33.05495727539062,False,Normal
2015-12-17,456.17,493.60822,37.438215332031234,8.207075285974797,-37.438215332031234,False,Normal
2015-12-18,462.46,496.50256,34.04256347656252,7.361190908740761,-34.04256347656252,False,Normal
2015-12-19,461.8,499.54657,37.74656982421874,8.173791646647627,-37.74656982421874,False,Normal
2015-12-20,442.54,501.128,58.58799072265623,13.239027143909302,-58.58799072265623,True,Negative Drop
2015-12-21,438.07,496.35684,58.28684204101563,13.305371753604591,-58.28684204101563,True,Negative Drop
2015-12-22,435.48,489.84134,54.36133911132811,12.483085127061658,-54.36133911132811,True,Negative Drop
2015-12-23,442.56,482.87103,40.31103271484375,9.108602836868164,-40.31103271484375,False,Normal
2015-12-24,455.0,478.68594,23.685943603515625,5.205701890882555,-23.685943603515625,False,Normal
2015-12-25,455.50999999999993,478.97418,23.464182128906316,5.151189244781963,-23.464182128906316,False,Normal
2015-12-26,417.39,480.21088,62.820876464843764,15.050882020375134,-62.820876464843764,True,Negative Drop
2015-12-27,421.76,471.33466,49.57465576171876,11.75423363090828,-49.57465576171876,False,Normal
2015-12-28,421.46,464.14178,42.68178466796877,10.127125864368807,-42.68178466796877,False,Normal
2015-12-29,431.82,458.01965,26.199653320312507,6.067262590966724,-26.199653320312507,False,Normal
2015-12-30,425.84,456.16876,30.328762207031275,7.1221027162857595,-30.328762207031275,False,Normal
2015-12-31,430.89000000000004,454.00278,23.112777099609332,5.363962287268056,-23.112777099609332,False,Normal
